#timestamp [ns],w_RS_S_x [rad s^-1],w_RS_S_y [rad s^-1],w_RS_S_z [rad s^-1],a_RS_S_x [m s^-2],a_RS_S_y [m s^-2],a_RS_S_z [m s^-2]
394703260,-0.011931695,-0.0035788442,0.008028254,1.5076914,0.17510697,-9.594889
394803366,0.0033978168,-0.0033833333,0.0009162266,1.5657722,0.17406903,-9.593848
395704309,0.0053808033,-0.0059644487,0.01572488,1.5703429,0.16358028,-9.606054
396619796,0.040353466,-0.004933697,0.01465347,1.5761737,0.25129128,-9.59971
397625669,0.0004254045,-0.004843738,0.0091157975,1.5363605,0.20068333,-9.592553
398626500,0.0032408978,-0.0041719517,0.0033567282,1.5284746,0.20759192,-9.585385
399632406,0.0041827215,-0.0019401587,-0.0041520847,1.5186279,0.29592854,-9.599727
400658154,-0.026548145,-0.002006351,-0.008565019,1.5036445,0.13670869,-9.58068
401668900,-0.014007169,-0.0061745825,0.017985936,1.5681818,0.15769443,-9.599911
402669728,0.0027255584,-0.0033273618,0.009565076,1.5606294,0.2037215,-9.622596
403670575,0.0065810904,-0.0055072457,0.011058071,1.5720452,0.1378095,-9.606384
404676474,0.012941248,-0.0032662686,0.0067633237,1.540644,0.18199837,-9.589394
405692213,-0.00893305,-0.0039147306,0.011353294,1.5236068,0.16940147,-9.595723
406703062,0.004575259,-0.0028900732,0.0127748335,1.4990526,0.16543655,-9.594921
407713958,-0.025383947,-0.0042461217,-0.004040786,1.5646751,0.085443676,-9.603397
408619598,0.020611482,-0.0024089809,-0.0017990178,1.5395682,0.18325104,-9.616188
409620413,0.0046533975,-0.0021978677,0.0035253225,1.5301572,0.1824185,-9.585698
410621346,-0.005534375,-0.0038647486,0.0070814127,1.5489565,0.16010517,-9.612314
412632851,-0.0033963902,-0.002822852,0.0008131898,1.5131478,0.13221215,-9.601859
413643696,0.00031183907,-0.0028432522,0.0027586427,1.542166,0.12916218,-9.605477
414659574,0.0011632921,-0.005397413,0.011565631,1.5667447,0.13976102,-9.608662
415670312,-0.0021747795,-0.003000397,0.0030636876,1.5270572,0.13167396,-9.604885
418672824,-0.01457343,-0.000619646,-0.0011582954,1.5064712,0.081875436,-9.602525
420699638,0.005091333,-0.0067043956,0.017171722,1.522609,0.22929713,-9.611415
421715261,0.008333881,-0.0057719764,0.020671345,1.5144407,0.28558862,-9.58494
422631048,-0.01966079,-0.0076584155,0.023666736,1.5635941,0.17805474,-9.594768
423646833,0.016684309,-0.0021695509,-0.007811032,1.5295179,0.2380887,-9.600854
424652733,-0.011837464,-0.0031984064,0.018774789,1.5453535,0.27827546,-9.633971
425668532,0.077141,-0.0020141667,-0.046868145,2.3736722,0.23227607,-9.060356
427690095,-0.18906215,-0.00936027,0.011661826,6.0310235,-0.1268883,-9.402208
428695890,0.013489667,0.17723691,-0.25022092,5.1309834,0.40671694,-12.556778
429706884,0.18385474,0.075141,0.026347186,3.9636955,-0.43652454,-10.984077
430623113,0.245386,-0.055787772,0.21152769,3.6024277,-0.15478148,-6.7967896
431648334,-0.31842968,-0.108936265,0.1959742,3.5902426,0.2879211,-8.408761
432674753,-0.021994747,-0.10764348,0.07922503,3.0363648,0.57951653,-8.305319
433689809,-0.027401412,0.026482992,-0.34822643,3.4058056,0.5648469,-10.863766
434716445,0.2309651,-0.047121216,-0.13352443,2.7881248,-1.4957207,-9.660714
435641056,0.22488402,0.037188232,0.14201397,1.5879424,-0.019761158,-9.682817
436651777,0.11057674,0.45310506,0.18078668,1.4474434,0.5698757,-15.277807
437667663,0.26045713,0.0327409,0.11167529,1.2205453,0.52380353,-12.02586
438673117,-0.58275145,-0.19138037,0.41838416,1.5874374,0.3459019,-7.957633
439689802,-0.5605369,0.06343502,0.36490154,1.6543326,-0.06867767,-11.623354
440699508,-0.83516324,-0.054529466,-0.08401344,-2.4518807,-1.2158254,-10.332372
441620280,-0.6402699,-0.06842773,-0.026188456,-2.292085,-0.3780837,-8.488879
442641590,0.9795616,0.3130367,0.10454854,2.6085138,-3.0946317,-8.94074
443652268,0.14470446,0.48208132,0.29863578,1.9787043,1.8131967,-16.828356
444667300,0.7071875,0.17631966,0.08359232,1.1524881,-0.13745892,-12.332946
445693433,-0.2613089,-0.06409895,0.056411013,1.8039591,-0.7797785,-8.415692
446614658,0.20339192,-0.0236809,-0.17616025,1.8458414,-0.3295823,-11.161063
447639111,0.00031002177,0.1069635,0.22839424,1.3588437,-0.5392266,-11.346286
448675369,-0.0029667567,0.088356875,0.22631413,0.9533208,0.10648058,-10.0664625
449695835,0.09159051,0.06766647,-0.026694795,0.6904446,0.66529554,-10.717224
450710846,-0.29361808,-0.037079398,0.12658247,0.37826362,-0.577937,-10.382944
451631476,0.18964687,0.020229382,0.070633166,0.15307023,0.3209152,-9.297712
452652077,-0.007122964,-0.020288559,0.034071364,0.2218323,-0.5948685,-10.275338
453678330,0.13459241,0.008503713,0.07035043,0.15210593,0.3149309,-8.733189
454693200,0.17825812,0.039413944,0.10511889,0.3508487,-0.18713202,-9.703885
455713782,-0.086125575,0.044689793,0.09688066,0.8567429,-1.3718064,-12.532215
456634280,-0.17903818,-0.02462327,0.35971364,-0.23560522,-0.06247024,-9.00402
457654820,0.39366218,0.46767426,0.12009556,0.39732504,0.4106592,-20.802917
458680489,-1.3705848,0.2527169,0.44724864,1.8057665,-1.8294554,-22.358799
459701006,-0.2670506,-0.117214695,0.4220713,-0.7410701,1.160025,-5.0340147
460622655,-0.11570147,-0.13733049,0.28834412,-0.7894039,0.29752964,-8.499339
461642133,0.47082752,0.15648727,0.5746378,-1.8007991,-0.36738503,-14.272502
462657600,0.1512377,0.5561804,0.35340938,-1.2544739,-0.7994662,-20.672215
463668297,-0.3477558,-0.16472116,0.38085097,-1.6261814,-0.2886351,-7.174731
464694492,0.436027,0.12197251,0.26898897,-1.5749927,0.29900435,-7.083736
465709327,-0.21008986,-0.043122273,0.21627584,-0.7309733,0.50765765,-19.346302
466625842,-0.39684072,0.3955801,-0.052650716,-0.7396751,0.70842683,-14.470946
467645358,0.47314933,0.005448844,-0.8039456,-1.3511257,-2.9590662,-2.9749808
469691696,-0.04255354,-0.30713466,0.75149715,-1.9196316,0.9735891,-4.1490602
471632426,-1.0230119,0.13723984,-0.31564543,-5.729257e-05,-2.4366405,-11.753775
473673459,-0.75923866,-0.220993,0.271465,-0.56141335,-0.18628433,-3.3657694
475714491,-0.16190146,0.72914284,-0.21719785,-1.1967262,-0.4657482,-17.288961
476635180,-0.4678511,0.114519835,0.07011637,0.38194388,-0.6989314,-12.453238
478696029,0.31981897,-0.20501679,-0.2841727,3.3022897,-0.58320445,-8.410935
479712228,0.0026818719,-0.2711504,0.14077511,2.0225596,0.069682755,-5.13729
480637136,-0.2918704,0.012176905,0.25528434,1.2916601,-1.5789801,-9.615079
481657576,-0.10067389,0.2500509,0.4406384,1.3310685,0.39409605,-17.06035
482683134,-0.26191562,0.33601895,0.21855123,1.6246127,-0.19190606,-17.079485
483704309,-0.5415223,-0.50935626,-0.049483653,2.0649261,-1.1668925,-6.342071
484629044,0.00890444,-0.17312396,-0.0059356783,2.5299485,0.028784081,-7.247309
486670070,0.3707181,0.11577721,0.07688121,1.7299694,-0.03327468,-12.712319
487690581,-0.13843955,0.036621254,0.20941544,1.9946595,-0.81225544,-11.634072
488701153,-0.2741884,0.10816991,0.24222101,2.272058,0.12753633,-9.67792
489617483,-0.19993797,0.0841185,0.35270876,2.5312364,-0.6788401,-9.206187
490632017,-0.24907103,0.07974616,0.31932878,2.0178633,-0.42888647,-8.082392
492678693,0.3960706,0.20180221,-0.14392816,1.4132931,0.31838554,-9.544364
493693549,-0.17790993,0.009252865,0.19947647,1.3278273,-0.53967184,-9.660029
494719746,-0.20345879,-0.0032782778,0.13796608,1.089183,-0.20755212,-10.197644
495634375,-0.28909516,-0.05049699,0.107543804,0.38529968,0.2033544,-10.1156
496654960,0.033438317,-0.0007549685,-0.032560132,0.115848765,-0.48388198,-9.287882
500632313,-0.42423546,0.31833738,0.15504862,0.31716698,0.19625673,-17.491943
501653199,0.69944143,0.25107262,-0.10120345,1.1538663,0.17068826,-16.047865
502667766,-0.4672897,-0.07511172,0.234107,2.0435479,-0.97686493,-10.615583
503703188,-0.2899482,-0.1715461,0.035993032,2.0149407,0.15998092,-6.067566
505649050,0.3418848,0.09583083,0.04759503,-0.8259541,-0.7018697,-8.583432
506669563,-0.24997015,0.32691982,0.1933136,-1.1771964,-0.50095034,-17.339375
507689927,0.352366,0.37886366,0.04892805,-2.1083565,-0.72995245,-16.755276
508700489,0.20857319,0.42742544,0.1881111,-0.8704159,-0.442434,-17.406937
509620873,0.35358495,0.21831469,0.2644875,-2.3787472,0.086431,-6.708624
510651325,-0.27454072,0.119331926,0.46000007,-1.0501153,-0.10523396,-9.825936
511676833,-0.19127716,-0.12348659,0.37802082,-1.0148042,-0.33752596,-7.1188235
512698218,-0.3161494,-0.12965205,0.20148817,-0.7881633,-0.19166021,-8.284072
513622662,-0.09184362,0.4317718,-0.05080693,0.67016494,-0.07578797,-17.510443
514633079,-0.08594745,-0.10872424,0.18401603,0.99053633,-0.3611978,-8.847265
515653556,-0.050053403,-0.24421023,0.14572418,1.2739879,-0.16682859,-6.544657
516669597,-0.21994866,-0.23816259,0.04289537,-0.57981837,-0.19811614,-4.134934
517680184,-0.21092133,0.16790736,-0.044563845,-1.4066207,-0.2250659,-12.736361
518714947,0.33872384,0.23526104,-0.09014802,-2.0174968,-1.9391004,-12.321631
519631032,-1.0197502,0.13301563,0.31587577,-1.1500105,-1.8255061,-13.635658
520651094,-0.5932363,-0.15840748,0.21934551,-1.2296507,-0.51251096,-6.4154716
521666213,0.56621885,-0.026421437,-0.2924214,-0.8715718,0.46726176,-9.561739
522682475,0.23430619,-0.010092154,-0.018252697,-1.030515,-0.32257292,-7.053879
523702212,-0.39514694,0.20014523,-0.15917946,-0.75344276,-0.80351305,-16.208168
524623367,-0.39503595,-0.22634259,-0.043071195,-1.2915888,-0.10771286,-11.420413
525637998,-0.8274891,0.033025045,-0.20733634,-2.2390094,-2.0098288,-8.411861
528715095,0.21361113,-0.25189656,0.28585547,-0.50108856,-0.92157656,-4.8625846
529639813,-0.49672842,0.35510367,0.36655408,1.0965472,0.27060074,-12.863062
530640334,-0.56433564,-0.61993515,-0.14105992,1.3657228,-0.3313261,-3.8354046
532686987,0.7199716,-0.017189048,-0.36954504,0.932122,-0.33758911,-7.701752
533701628,0.29833928,0.4933716,-0.13796318,6.2125206,-1.9424478,-14.332732
535642561,-0.34141782,-0.1709883,0.19762035,3.6959376,-1.0226222,-3.8728669
536673017,-0.66749704,-0.20332989,0.26280677,2.6810925,-0.61554015,-7.6202507
537703421,0.21357684,0.12590729,-0.0019958217,2.2738085,0.60844964,-10.800361
538619752,-0.15881401,0.16069567,-0.2034383,2.599393,-0.7768077,-14.03137
539634327,0.08162954,-0.28422114,0.4666615,2.377212,0.25309265,0.1204053
540654743,0.37044427,0.14313841,0.16230837,2.5714648,-0.0930515,-8.851869
541675219,0.105529174,0.1723304,0.12917545,2.1203666,-0.47167796,-11.604686
543711270,-0.3095017,-0.33020556,0.29690307,1.5945376,0.5122103,-3.5814517
545666937,-0.311586,-0.016927298,0.04494427,0.39660436,-0.83057266,-9.58066
546687325,-0.09720816,-0.15403396,0.11298837,-3.158376,-0.26662514,-6.530353
547707775,-0.038159806,-0.11707356,-0.14116578,-3.15711,0.6986742,-6.8957605
549618713,0.08950714,1.315355,0.025801007,0.39898175,-0.21370214,-30.392931
551669546,1.1537191,0.73402023,0.21448351,2.0736246,-0.81052774,-11.166751
553705351,0.72571987,0.31675637,0.03759657,3.3550766,0.01619601,-10.449165
557692143,0.015392869,0.048551813,-0.17931707,2.578894,-0.21975487,-8.053046
558622457,0.5769905,0.100277305,-0.11662327,2.721369,0.6032545,-9.560269
559632952,-0.18327634,-0.025965951,0.16223414,3.046584,0.116306946,-7.0012903
560659088,0.13668273,0.0060740206,-0.17310883,3.2175176,-1.3991587,-7.567931
561679837,-0.09451179,-0.13092084,-0.13315691,3.7454002,-0.541043,-9.893687
562694163,0.12091567,-0.2603303,0.24761352,2.8494232,0.50560504,-7.164349
563709605,-0.14295413,-0.13253209,0.25054908,2.1046386,-0.65450996,-9.31939
564620054,-0.089061335,-0.05271054,0.2194396,1.0361177,0.04973278,-6.5160728
565635421,-0.2436058,0.21283482,-0.069276884,0.75381106,-0.34930706,-12.693458
566650866,-0.19120912,0.24734381,0.16216733,0.97877336,-1.3874196,-11.333608
567676363,-0.11638837,0.18373343,0.26949468,1.5498416,-0.13815893,-11.312765
568696713,-0.7553829,-0.4483964,0.12502164,1.9245002,-0.5205639,-7.1511297
569707127,-0.056247793,-0.2605949,-0.08974967,1.8246636,-0.69337416,-5.686521
570627617,-0.007847789,-0.2799248,-0.07940859,1.0348355,0.05649107,-5.730643
571652958,-0.07897642,0.17951228,0.09529949,0.2252634,-0.23198952,-11.516848
572678484,0.12551114,0.16551282,0.0895712,-0.4541973,-0.46729875,-12.427261
573698948,-0.124743305,0.14913791,0.23189518,-0.62878186,-0.47142282,-12.117203
574619325,-0.069433115,0.18184675,0.38601065,-0.2987184,-0.56953555,-9.935471
575649654,0.3804821,0.29664922,0.1609827,0.913491,0.0373407,-11.151652
576670041,0.0995427,0.33185738,0.2583827,1.1563411,-0.5079212,-9.473534
577690496,-0.21729858,-0.056960788,0.23678033,1.4825089,-0.24293192,-7.8492446
578705937,-0.77249527,-0.18847914,0.19629827,2.1403694,-0.34018955,-14.259036
580667335,0.18727037,0.29429612,0.16332631,0.23426346,-1.1217077,-11.929661
581692154,-0.4117294,0.1564288,0.2734618,-0.74687,-0.901064,-12.285467
582712561,-0.698254,0.27499387,0.084679626,-0.55755466,-0.3683166,-12.269994
583622913,-0.1540141,0.11092825,-0.10907538,-1.7891054,-2.0454993,-7.7242208
584658347,-0.69939446,-0.23578227,0.33869696,-1.5000414,-1.4364468,-0.16533765
585698771,-1.024655,0.015425713,0.66465497,-1.3507034,0.32758963,-5.994112
587634709,-0.20902008,-0.021731876,-0.02700107,-1.674874,1.026181,-6.8183
588665185,0.00970153,-0.014424646,0.076402575,-1.3597718,-0.9553592,-8.079727
589695600,0.1466652,-0.016539967,0.0005129204,-1.0990149,0.51704776,-8.731883
590711672,-0.127652,0.109134644,-0.2017907,-0.31619877,0.060738385,-13.345894
591631190,-0.22128873,0.03924877,0.0096730525,-1.591507,-0.38084614,-11.8038
592652328,-0.78035975,-0.047647372,-0.018855726,-1.2565421,-0.9495592,-13.150561
594703418,-0.98429656,-0.20822594,0.5155359,-1.8554299,0.16786654,-15.197962
595637972,0.3783979,0.002151154,-0.05536673,-3.298108,0.33702117,-7.8021135
596668266,0.725496,0.42884657,-0.15752919,-1.2997518,0.40238354,-17.070349
597688888,0.31586272,-0.20755787,-0.14039342,0.28764537,-0.44920838,-8.1368065
598709180,0.14273529,-0.07929504,-0.5416984,0.86236495,-0.4167992,-6.7907224
599629533,-0.43196627,0.13474934,-0.03713616,1.617123,-1.761018,-15.255425
600669945,-0.68434894,-0.14963771,0.6067516,-0.5578337,1.3771733,-15.266202
601700365,0.32446972,-0.00053342414,-0.03533297,-0.5690653,0.87629116,-11.935774
602616558,0.5468102,0.051257946,-0.06154361,-1.3024639,-0.36201513,-10.931474
604697311,-0.12394572,0.16306858,-0.4496567,-0.39254886,0.9080289,-5.008628
605612068,0.7296237,0.045580886,0.047625355,0.39873418,0.23748203,-9.00824
606632437,0.37037084,0.28511903,-0.779179,3.483866,-1.1171668,-11.279128
609699569,-0.94597256,-0.5308791,0.63892573,1.2559692,-0.90413606,-9.446377
610719931,0.20179126,0.628608,-0.52801836,4.874138,-1.7600211,-18.388966
611644562,0.3560494,-0.39291847,0.2566121,1.7046138,0.50492984,-7.704335
612664960,-0.4924721,0.07886215,0.5053435,0.59351933,-0.53260696,-9.862294
613685445,0.23733114,0.2001646,0.041615255,0.12618512,0.6735339,-14.663822
616672009,0.53223366,0.08451546,0.062360097,0.6982711,0.69729203,-10.336635
617702310,-0.6869875,-1.6272699,-0.37164223,-9.752021,2.1694086,-15.3599
618627734,0.009574587,-0.05314115,-0.16912073,-0.84303737,1.2812617,-9.437188
619652969,-0.013259959,-0.0013252586,0.0072003948,0.009638755,1.59348,-9.515066
620668468,-0.0006369007,0.011310404,-0.008916856,0.02567023,1.5463574,-9.524328
621693909,-0.00691129,0.0017900537,0.005654513,0.022812411,1.557459,-9.501731
622714371,-0.008211475,0.0034248207,-2.9832641e-05,0.03760743,1.5466716,-9.518798
623629819,-0.0034771734,0.0015621921,0.0029833834,0.022842404,1.5763576,-9.504662
624655225,-0.0044447314,0.0032938537,-0.0011651178,0.032144777,1.5372614,-9.516384
626691410,-0.002145329,0.00258189,0.0026125524,0.03659608,1.5556959,-9.528663
627611839,-0.00092167064,0.001974788,0.0030151028,0.040187746,1.5443131,-9.52256
628637273,-0.004671772,0.0010587275,0.0068603223,0.024458071,1.5579342,-9.519995
630688208,-0.0036561752,0.0014353992,0.0027055033,0.038549498,1.5339137,-9.530152
631703589,-0.0058565573,0.0009497172,0.0026719011,0.050557435,1.5204078,-9.543901
632618991,-0.002591078,0.00010847313,0.005262429,0.045468923,1.5225881,-9.53122
633634486,-0.001424905,0.0033184332,-0.0010520869,0.0452578,1.518511,-9.54667
634655074,-0.0028011745,0.0018825216,0.0019084997,0.04138887,1.5089277,-9.5426445
635670490,-0.0030974206,0.001730831,0.00261912,0.05050168,1.5024288,-9.546067
637701599,-0.0065542716,0.0017563588,0.002286875,0.058470294,1.5099645,-9.5442295
638621936,-0.004164456,0.0019562151,0.0021286907,0.044261765,1.523784,-9.546243
639637538,-0.006750646,-0.0022919134,0.0076715834,0.055156235,1.5169116,-9.557282
640658021,0.0013827587,0.0049468563,-0.0058577997,0.03717398,1.5520606,-9.535769
642688961,-0.018290004,-0.014639402,0.062730126,0.011969423,1.6306804,-9.520968
643699567,-0.0010216325,0.0022564342,-0.0003368336,0.0036402205,1.637124,-9.531416
644715061,-0.0026699882,0.0015310934,0.002258427,0.010126254,1.6241145,-9.530805
645620512,-0.0010063804,0.0016650668,0.0009115261,0.016276669,1.6124605,-9.530671
646640969,-0.0011775205,0.0011945033,-0.0019879737,0.015259714,1.6323073,-9.529685
647651845,-0.007336845,-0.0002049043,0.009728896,0.015767254,1.6225066,-9.529664
648667072,-0.0037605176,0.00082089193,0.0029333322,0.022412725,1.6181513,-9.53928
649687746,-0.0029717744,0.00085835846,0.0041814675,0.02312586,1.607943,-9.537135
650708146,-0.0048705153,0.0007726575,0.0026694145,0.021465067,1.6107312,-9.543286
651613875,-0.006036633,-0.00025535474,0.0050324025,0.014014572,1.6105303,-9.545449
652619268,-0.0062122927,-0.00024908799,0.0038775841,0.018564211,1.6095136,-9.546176
653639716,-0.005798136,7.256485e-05,0.0053167325,0.015826395,1.6187192,-9.540249
654645190,-0.0017117205,0.0015646678,0.0006932072,0.022786113,1.6008528,-9.541841
655650728,-0.002953312,0.0006506801,0.0042793606,0.025961805,1.6066548,-9.536843
656661323,-0.0042120405,-0.00034272278,0.0037588403,0.012441707,1.6133653,-9.539797
657676812,-0.0035675783,0.0009693141,0.0048683025,0.016400674,1.6048663,-9.549527
658682329,-0.0007525192,0.0012687338,0.0022638645,0.013849399,1.6205771,-9.542198
659687928,-0.00055476604,0.002044124,0.00043384777,0.019878684,1.6085622,-9.541131
660698454,-0.0013560159,0.0013005012,0.0031527441,0.02577642,1.5886265,-9.555233
661703987,0.0033853254,0.003418353,-0.0013556264,0.03744134,1.5665109,-9.555537
662619549,-0.0013841892,0.00047407494,0.0051406277,0.036381826,1.5512185,-9.553564
663645084,0.0034533266,0.0035914143,-0.0077441623,0.045482572,1.561492,-9.559465
664660722,-0.003277033,0.00044004293,0.0031093857,0.03876836,1.5326335,-9.562804
666686785,-0.007891773,-0.00025300635,0.004435109,0.053209595,1.4983636,-9.562878
667712452,-0.0018413304,0.0019352334,0.001648717,0.044589404,1.5057529,-9.573846
668627870,-0.0027051214,0.0003093739,0.00436196,0.057840034,1.5116781,-9.569701
669653487,2.8464324e-06,0.0006995321,0.0039399406,0.05510515,1.5065767,-9.565639
670674097,-0.00065332174,8.363145e-05,0.0056182262,0.04554262,1.5146878,-9.576776
671694629,-0.0016180209,0.00042188689,0.004713384,0.047535524,1.5074582,-9.578093
672620163,-0.0017497223,0.0009834069,0.0028744217,0.059484184,1.5040828,-9.575974
673635670,-0.0042514186,4.674846e-05,0.0050797723,0.054804012,1.5096841,-9.566835
674651478,-0.00022059002,0.0020408402,0.0022854712,0.054207332,1.5127236,-9.569683
675676812,-0.0017145949,0.00090504263,-0.0017450011,0.05982101,1.5077076,-9.569933
676687394,-0.0028097879,0.0005233616,0.0051662154,0.05516007,1.5144979,-9.573658
677703025,-0.0018229368,0.0014082369,0.0065070605,0.042859904,1.4946166,-9.58701
678623597,0.052689932,0.006954543,0.0121889645,0.11045029,1.1021212,-9.606928
679624289,-0.0104181385,-0.0012037508,0.009368779,0.15711197,0.63555753,-9.676229
680634702,-0.19501235,-0.030817714,-0.0014393291,0.08991877,1.2382574,-9.597907
681650515,0.006534884,0.0025668736,0.006829034,0.08240976,1.2467401,-9.606193
682660898,-0.008210569,-0.00029932213,0.0032786846,0.090230286,1.2089303,-9.615898
683676494,-0.0007153323,0.00074649556,0.0034130902,0.08377823,1.264963,-9.619817
684687132,-0.0070316438,-0.0009648723,0.005936287,0.08175494,1.2510576,-9.612753
685697684,-0.0033717114,-0.0010586962,0.0055262665,0.091656595,1.2709686,-9.606701
686703310,-0.0011607574,0.00016340784,0.0029289436,0.08452466,1.2965279,-9.606051
688639420,0.004697259,-0.00021808942,0.008659089,0.08383115,1.2836087,-9.615567
689645017,-0.012169801,-0.0009601121,0.0064343424,0.08676763,1.2643307,-9.616357
690665626,0.0023050352,0.001114516,-0.0018642879,0.09006594,1.2581543,-9.614399
691681324,-0.014648894,-0.00052746374,0.0017989575,0.09644332,1.2953339,-9.6134615
692686880,0.0033943076,0.00040545486,0.0046666455,0.08528995,1.2888074,-9.613768
693687466,0.003498528,0.00058729295,0.0033741132,0.08646236,1.2705379,-9.612686
694688041,-0.0014431841,-0.0021489947,0.008592572,0.08175387,1.3208969,-9.617634
695698824,-0.0015864111,-0.00021614946,0.005112945,0.0919749,1.2900323,-9.616453
696709292,-0.0025607685,-0.0032012917,0.009897969,0.070077844,1.2984548,-9.611225
697619840,-0.021300446,0.00083124207,0.004236877,0.081217155,1.3226242,-9.612567
